,X,Y,FID,source,type,natureobje,description,codecpv_di,referencec,datepublic,dureemois,montant,formeprix,departement executant,nature,procedure_,categoriee,denominati,departement entreprise
10,2.8212988183858,50.4372553547509,11,API AIFE,Marché,Travaux,"20S099-Lot 5 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements d'électricité, inférieurs ou égaux à 70 000  H.T.",45,Travaux de construction de bâtiments,2021/08/24,12,1600000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,SA STTN ENERGIE,Nord
11,2.8212988183858,50.4372553547509,12,API AIFE,Marché,Fournitures,"21S133-Fourniture et entretien de fontaines à eau, bonbonnes et gobelets",15,Boissons sans alcool,2021/12/24,24,20000,Révisable,62,MARCHE,Procédure adaptée,PME,AM WATER,Aisne
12,2.8212988183858,50.4372553547509,13,API AIFE,Marché,Travaux,19S0035-Lot 2 - MXXXXXtallerie,45,Travaux de construction de restaurants et d'établissements similaires,2019/08/22,24,399700,Révisable,62,MARCHE,Appel d'offres ouvert,PME,SERMALU,Pas-de-Calais
13,2.8212988183858,50.4372553547509,14,API AIFE,Marché,Services,Audit et AMO pour la fin du contrat de concession d'exploitation d'assainissement et XXXXX la mise en uvre du futur mode de gestion pour l'exploitation du service public d'assainissement,71,Services d'ingénierie,2020/04/05,40,106625,Révisable,62,MARCHE,Appel d'offres ouvert,ETI,SAS VERDI PICARDIE,Somme
14,2.8212988183858,50.4372553547509,15,API AIFE,Marché,Services,AMO relative aux autorisations d'occupation du droit des sols du service instructeur mutualisXXXXX de la CALL,71,Services d'urbanisme,2020/04/07,12,17840,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,URBADS,Pas-de-Calais
15,2.8212988183858,50.4372553547509,16,API AIFE,Marché,Services,19S078-Mission de d'OPC pour le pilotage de l'opXXXXXration d'amXXXXXnagement intXXXXXrieur du Rez-de-chaussXXXXXe bas du pole Lens gare (lot 3) pour l'installation de la MHD de Lens,71,Supervision des travaux de construction,2019/10/03,18,8200,Révisable,62,MARCHE,Procédure adaptée,NC,BAUER,Pas-de-Calais
16,2.8212988183858,50.4372553547509,17,API AIFE,Marché,Travaux,19S0035-Lot 6 - Equipements de cuisine,45,Travaux de construction de restaurants et d'établissements similaires,2019/08/22,24,139317,Révisable,62,MARCHE,Appel d'offres ouvert,PME,DE GRAEVE SAS,Nord
17,2.8212988183858,50.4372553547509,18,API AIFE,Marché,Services,20S003-Formation Action Gestion Urbaine et Sociale de Proximité (GUSP),71,"Études de faisabilité, service de conseil, analyse",2020/07/28,8,20680,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,PME,HB ETUDES ET CONSEILS,Nord
18,2.8212988183858,50.4372553547509,19,API AIFE,Marché,Services,21S030-Elaboration d'un schéma directeur pour la requalification du site Trefileurope (62),79,Étude de faisabilité,2021/08/10,12,84700,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,PME,ZCCS,Paris
19,2.8212988183858,50.4372553547509,20,API AIFE,Marché,Services,21S123-Transport et valorisation des matériaux plastiques issus des collectes sélectives - Lot 3,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2022/08/11,12,46334,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,GE,EUROPEAN PRODUCTS RECYCLING,Seine-Saint-Denis
20,2.8212988183858,50.4372553547509,21,API AIFE,Marché,Services,20S026-Lot 3 - Travaux paysagers,77,Réalisation et entretien d'espaces verts,2020/07/31,12,1333333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,IDVERDE,Pas-de-Calais
21,2.8212988183858,50.4372553547509,22,API AIFE,Marché,Fournitures,22S139-Lot 2 : Achat de petit matériel thermique,16,Matériel de jardinage divers,2022/11/15,6,9970,Ferme,62,MARCHE,Procédure adaptée,ETI,EV 10,Nord
22,2.8212988183858,50.4372553547509,23,API AIFE,Marché,Travaux,21S045-Lot 3 - Espaces verts,45,Travaux de construction complète ou partielle et travaux de génie civil,2021/12/07,60,849060,Révisable,62,MARCHE,Appel d'offres ouvert,NC,PINSON PAYSAGE NORD,Pas-de-Calais
23,2.8212988183858,50.4372553547509,24,API AIFE,Marché,Travaux,BOUVIGNY-BOYEFFLES : travaux d'assainissement et d'eau potable rue Curie,45,Travaux de construction de canalisations d'eaux usées,2020/04/06,5,297739,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,BALESTRA TP,Pas-de-Calais
24,2.8212988183858,50.4372553547509,25,API AIFE,Marché,Services,20S040-Lot 1 - Valorisation des déchets inertes,90,Services liés aux déchets et aux ordures,2020/08/04,12,10000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,RECYNOV,Nord
25,2.8212988183858,50.4372553547509,26,API AIFE,Marché,Fournitures,Fourniture de boissons pour les services de la CommunautXXXXX d'AgglomXXXXXration de Lens-LiXXXXXvin,15,"Boissons, tabac et produits connexes",2020/03/27,12,5207,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,Bedague,Pas-de-Calais
26,2.8212988183858,50.4372553547509,27,API AIFE,Marché,Services,22S049-A.M.O. POUR L'AIDE A L'ELABORATION ET LA DEFINITION DU CAHIER DES CHARGES EN VUE D'UNE RE-INFORMATISATION ET DE LA CREATION D'UN PORTAIL DOCUMENTAIRE POUR LE RESEAU DES MEDIATHEQUES DE LA CALL,79,Services d'études,2022/12/21,24,41542,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,TOSCA CONSULTANTS,Paris
27,2.8212988183858,50.4372553547509,28,API AIFE,Marché,Services,19S0112-Prestations de coordination en matiXXXXXre de sXXXXXcuritXXXXX et de protection de la santXXXXX des travailleurs de niveau 2 ou 3,71,Services de conseil en matière de santé et de sécurité,2020/01/15,12,120000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,ARTOIS COORDINATION SECURITE,Pas-de-Calais
28,2.8212988183858,50.4372553547509,29,API AIFE,Marché,Travaux,22S071-Travaux d'assainissement et d'eau potable pour la ville de Billy-Montigny,45,Travaux d'assainissement,2022/11/17,36,789054,Ferme,62,MARCHE,Procédure adaptée,GE,SOGEA NORD HYDRAULIQUE,Nord
29,2.8212988183858,50.4372553547509,30,API AIFE,Marché,Services,22S091-Réalisation des essais de garantie de la station d'épuration de Gouy Servins,71,Services d'analyses,2022/12/30,3,4450,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,ETI,SGS FRANCE,Val-de-Marne
30,2.8212988183858,50.4372553547509,31,API AIFE,Marché,Services,20S117-Marché de prestations de services pour la gestion des aires d'accueil des gens du voyage,70,Services de gestion de terrains,2021/03/25,12,73436,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,ACGV SERVICE,Charente-Maritime
31,2.8212988183858,50.4372553547509,32,API AIFE,Marché,Services,"22S034-Groupement de commandes pour la détection, la géolocalisation et le géoréférencement des ouvrages et des réseaux",71,Services de reconnaissance sur le site,2022/08/02,48,800000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,ADRE RESEAUX,Nord
32,2.8212988183858,50.4372553547509,33,API AIFE,Marché,Travaux,20S099-Lot 16 : Accord cadre à marchés subséquents pour les  travaux d'étanchéité supérieurs à 70 000  H.T.,45,Travaux de construction de bâtiments,2021/08/24,12,533333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,CARLIER,Pas-de-Calais
33,2.8212988183858,50.4372553547509,34,API AIFE,Marché,Fournitures,"22S098-Fourniture de paille, de foin et de betteraves pour les animaux du parc des Cytises",31, ,2022/11/15,12,8000,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,GRATPAIN MATHIEU,Pas-de-Calais
34,2.8212988183858,50.4372553547509,35,API AIFE,Marché,Services,20S112-Missions d'assistance d'un huissier de justice,75,Services d'huissier de justice,2021/01/11,48,40000,Révisable,62,MARCHE,Procédure adaptée,PME,Laëticia PATOU,Pas-de-Calais
35,2.8212988183858,50.4372553547509,36,API AIFE,Marché,Travaux,21S054-Travaux de fouilles archéologiques - extension de la ZAC Quadraparc (secteur2),45,Travaux de fouille et de terrassement,2021/08/11,28,199403,Révisable,62,MARCHE,Procédure adaptée,NC,INRAP,Somme
36,2.8212988183858,50.4372553547509,37,API AIFE,Marché,Travaux,20S055-Lot 2 Réseaux divers,45,Travaux préparatoires de viabilité,2021/04/14,32,224045,Révisable,62,MARCHE,Procédure adaptée,GE,EUROVIA,Pas-de-Calais
37,2.8212988183858,50.4372553547509,38,API AIFE,Marché,Services,21S073-Lot 2 - prestations foncières,71,Services topographiques,2021/12/15,48,121333,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,GEOSAT,Gironde
38,2.8212988183858,50.4372553547509,39,API AIFE,Marché,Fournitures,18S0101-Prestations diverses de gestion et de surveillance de l'aXXXXXrodrome de BXXXXXnifontaine,34,Système de surveillance d'aéroport (SUR),2019/05/29,12,22004,Ferme,62,MARCHE,Procédure adaptée,PME,Fran�ois BROUCQSAULT,Nord
39,2.8212988183858,50.4372553547509,40,API AIFE,Marché,Services,"20S139-Fourniture, installation et maintenance d'un logiciel de gestion d'exploitation au Crématorium de Vendin-le-Vieil.",48,Logiciels et systèmes d'information,2021/08/19,48,700000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,VOX, 
40,2.8212988183858,50.4372553547509,41,API AIFE,Marché,Services,22S081-Lot 3 - Transport et valorisation des matériaux métalliques issus des collectes sélectives,90,Services liés aux déchets et aux ordures,2023/01/04,12,160493,Ferme,62,MARCHE,Appel d'offres ouvert,GE,EUROPEAN PRODUCTS RECYCLING,Seine-Saint-Denis
41,2.8212988183858,50.4372553547509,42,API AIFE,Marché,Services,Plan de restauration et d'entretien de la Souchez,79,Services d'études,2020/04/07,45,63332,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,VALETUDES,Nord
42,2.8212988183858,50.4372553547509,43,API AIFE,Marché,Services,"20S049-ACCORD-CADRE A BONS DE COMMANDE DE MAINTENANCE, ENTRETIEN ET REPARATION DES ASCENSEURS ET DES MONTE-CHARGES DE LA COMMUNAUTE D'AGGLOMERATION DE LENS-LIEVIN",50,Services d'entretien d'ascenseurs,2020/07/29,12,45000,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,OTIS,Nord
43,2.8212988183858,50.4372553547509,44,API AIFE,Marché,Fournitures,22S061R-Fourniture de cuves individuelles d'eau de pluie et kits de connexion,44,Cuves à eau,2022/11/30,48,500000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,FRANS BONHOMME,Indre-et-Loire
44,2.8212988183858,50.4372553547509,45,API AIFE,Marché,Fournitures,Groupement de commandes pour l'achat de fournitures administratives,30,Fournitures de bureau,2020/04/05,12,17126,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,ETI,OFFICE DEPOT,Oise
45,2.8212988183858,50.4372553547509,46,API AIFE,Marché,Services,Maintenance du process au crXXXXXmatorium de Vendin-Le-Vieil,50,Services de réparation et d'entretien de machines,2020/04/05,12,82890,Révisable,62,MARCHE,Procédure adaptée,PME,ATI ENVIRONNEMENT,Loiret
46,2.8212988183858,50.4372553547509,47,API AIFE,Marché,Fournitures,"22S173-Lot 1 - Produits d'entretien des sols, surfaces, du linge et produits spécifiques",39,Produits de nettoyage,2022/12/21,48,70000,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,DEVLAEMINCK,Nord
47,2.8212988183858,50.4372553547509,48,API AIFE,Marché,Services,22S097R-Lot 1 - Entretien et réparation du matériel thermique et électrique et consommables,50,Services de réparation et d'entretien,2022/12/30,12,48835,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,ETI,MAPP Votre mat�riel de jardin,Nord
48,2.8212988183858,50.4372553547509,49,API AIFE,Contrat de concession,Fournitures, ,0, ,2020/04/07,60,400000, ,62,DELEGATION DE SERVICE PUBLIC,Procédure non négociée ouverte,NC,PORTS DE LILLE - CCI HDF,Nord
49,2.8212988183858,50.4372553547509,50,API AIFE,Marché,Services,Organisation d'un concert sur le parc des Cytises XXXXX BXXXXXnifontaine (62 410),79,Services d'organisation d'événements,2020/04/07,1,59900,Ferme,62,MARCHE,Procédure adaptée,PME,SARL ESPACE COMMUNICATION,Pas-de-Calais
50,2.8212988183858,50.4372553547509,51,API AIFE,Marché,Fournitures,Fourniture de céréales et d'aliments composés pour les animaux du Parc des Cytises,32, ,2022/11/17,12,73937,Révisable,62,ACCORD-CADRE,Procédure adaptée,PME,SAS DURANEL,Pas-de-Calais
51,2.8212988183858,50.4372553547509,52,API AIFE,Marché,Fournitures,19S111-chaussures,18,"Vêtements professionnels, vêtements de travail spéciaux et accessoires",2020/03/06,48,40000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,WORK SHOP,Pas-de-Calais
52,2.8212988183858,50.4372553547509,53,API AIFE,Marché,Services,21S037 Nettoyage des locaux et des vitres du patrimoine de la Communauté d'agglomération de LENS LIEVIN,90,Services de nettoyage,2021/12/03,48,2000000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,AZURIAL,Pas-de-Calais
53,2.8212988183858,50.4372553547509,54,API AIFE,Marché,Services,19S123- AMO Plateforme de mobilité : état des lieux de l'offre existante privée et publique en matière de mobilité des publics en insertion professionnelle en vue de monter une plateforme de mobilité sur la CALL,79,Services d'études,2020/03/06,5,25500,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,AUXILIA,Paris
54,2.8212988183858,50.4372553547509,55,API AIFE,Marché,Services,"20S104-Fourniture, maintenance et hébergement de modules complémentaires au GNAU et maintenance et hébergement du Prologiciel OXALIS et des modules complémentaires",48,Logiciels et systèmes d'information,2022/12/20,48,300000,Révisable,62,MARCHE,Marché public négocié sans publicité ni mise en concurrence préalable,NC,OPERIS,Loire-Atlantique
55,2.8212988183858,50.4372553547509,56,API AIFE,Marché,Services,21S055-Lot 1 - Etude d'optimisation de la collecte des déchets et de la gestion des déchèteries,79,Services d'études,2022/08/02,102,48967,Ferme,62,MARCHE,Appel d'offres ouvert,NC,PARME AVOCATS,Paris
56,2.8212988183858,50.4372553547509,57,API AIFE,Marché,Travaux,"20S099-Lot 7 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements de menuiseries bois et PVC, inférieurs ou égaux à 70 000  H.T.",45,Travaux de construction de bâtiments,2021/08/24,12,1600000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SOGEBAT,Pas-de-Calais
57,2.8212988183858,50.4372553547509,58,API AIFE,Marché,Travaux,22S023-Accord-cadre pour travaux de restauration des cours d'eau sur le territoire de la Communauté d'Agglomération de Lens-Liévin,45,Travaux de protection des berges,2022/07/07,48,400000,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,IDVERDE,Pas-de-Calais
58,2.8212988183858,50.4372553547509,59,API AIFE,Marché,Travaux,19S157-SAINS en GOHELLE-travaux d'assainissement et d'eau potable rue François Mitterrand,45,Travaux d'assainissement,2020/07/16,49,762381,Révisable,62,MARCHE,Procédure adaptée,NC,SAS EHTP,Pas-de-Calais
59,2.8212988183858,50.4372553547509,60,API AIFE,Marché,Travaux,21S045-Lot 2 - Réseaux divers,45,Travaux de construction complète ou partielle et travaux de génie civil,2021/12/07,60,506867,Révisable,62,MARCHE,Appel d'offres ouvert,NC,SAS EHTP,Pas-de-Calais
60,2.8212988183858,50.4372553547509,61,API AIFE,Marché,Services,19C002-Accord-cadre de dXXXXXfinition et de maXXXXXtrise d'oeuvre pour l'amXXXXXnagement du secteur Euralens Nord et marchXXXXX subsequent nXXXXX1  : Production d'un master plan XXXXX l'XXXXXchelle du pXXXXXrimXXXXXtre Euralens Nord,71,"Services d'architecture, d'ingénierie et de planification",2019/07/12,72,226005,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,CLAIRE SCHORTER / TN PLUS,Val-de-Marne
61,2.8212988183858,50.4372553547509,62,API AIFE,Marché,Services,21S012-Fourniture de carburant en vrac pour les bâtiments de la Communauté d'Agglomération de Lens-Liévin,92, ,2021/03/25,12,2326,Révisable,62,MARCHE,Procédure adaptée,PME,DUFETEL ET FILS,Pas-de-Calais
62,2.8212988183858,50.4372553547509,63,API AIFE,Marché,Travaux,19S0035-Lot 5 - ElectricitXXXXX - Courants fort/faible,45,Travaux de construction de restaurants et d'établissements similaires,2019/08/22,24,128727,Révisable,62,MARCHE,Appel d'offres ouvert,NC,EIFFAGE ENERGIE SYSTEMES NORD,Pas-de-Calais
63,2.8212988183858,50.4372553547509,64,API AIFE,Marché,Travaux,Travaux d'assainissement rues Vanhove et Bertieaux XXXXX ELEU-DIT-LEAUWETTE,45,Travaux d'assainissement,2020/04/07,2,167999,Ferme et actualisable,62,MARCHE,Procédure adaptée,NC,RAMERY TP,Pas-de-Calais
64,2.8212988183858,50.4372553547509,65,API AIFE,Marché,Travaux,21S130-travaux de mise en place de fascines,45,Travaux d'aménagement paysager,2022/02/11,24,10981,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,FLANDRES ARTOIS PAYSAGES,Pas-de-Calais
65,2.8212988183858,50.4372553547509,66,API AIFE,Marché,Services,"Accord-cadre XXXXX bons de commande pour l'entretien, la rXXXXXparation et la fourniture de petits XXXXXquipements du parc automobile de la CommunautXXXXX d'AgglomXXXXXration de LENS-LIEVIN",50,Services de réparation et d'entretien de voitures,2020/04/05,12,81082,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,GE,RENAULT EVRARD LIEVIN,Pas-de-Calais
66,2.8212988183858,50.4372553547509,67,API AIFE,Marché,Services,20S033-Réalisation du plan de mobilité de zone de la Motte du Bois à Harnes,79,Services d'études,2020/10/27,12,32595,Ferme et actualisable,59,MARCHE,Procédure adaptée,ETI,INSTITUT CATHOLIQUE DE LILLE,Nord
67,2.8212988183858,50.4372553547509,68,API AIFE,Marché,Fournitures,22S105-ACHAT ET LIVRAISON D'UN VEHICULE UTILITAIRE AMENAGE,34,Véhicules utilitaires,2022/08/04,8,37670,Ferme,62,MARCHE,Procédure adaptée,ETI,sas JWK FLEET,Lot-et-Garonne
68,2.8212988183858,50.4372553547509,69,API AIFE,Marché,Travaux,22S020-Accord cadre à bons de commande pour des prestations de travaux pour la valorisation du patrimoine communautaire non bâti inférieurs ou égaux à 150 000  H.T. - Lot 1,45,Travaux de terrassement,2022/08/12,12,57500,Révisable,62,ACCORD-CADRE,Procédure adaptée,NC,CARDEM SAS,Moselle
69,2.8212988183858,50.4372553547509,70,API AIFE,Marché,Services,19S168-Etude et maitrise d'uvre pour des aménagements hydrauliques dans le chemin à cailloux à Ablain Saint Nazaire,71,Services d'ingénierie,2022/12/20,38,37500,Révisable,62,MARCHE,Procédure adaptée,NC,SARL RAINETTE,Nord
70,2.8212988183858,50.4372553547509,71,API AIFE,Marché,Services,21S103 - Traitement par valorisation des déchets végétaux,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2022/01/12,24,200690,Révisable,62,MARCHE,Appel d'offres ouvert,PME,SARL VERDURE,Pas-de-Calais
71,2.8212988183858,50.4372553547509,72,API AIFE,Marché,Services,18S0121-Assistance XXXXX maXXXXXtrise d'ouvrage pour la rXXXXXhabilitation du site de l'ancien CAJ de la citXXXXX 12-14 XXXXX Lens,71,"Services d'architecture, services de construction, services d'ingénierie et services d'inspection",2019/09/03,18,44755,Révisable,62,MARCHE,Procédure adaptée,PME,Groupement BLUE BEAVER,Pas-de-Calais
72,2.8212988183858,50.4372553547509,73,API AIFE,Marché,Travaux,19S049-Lot 2 : Aménagements Intérieurs,45,Travaux de construction,2020/03/06,26,115639,Ferme et actualisable,62,MARCHE,Procédure adaptée,PME,SAS MGCP,Pas-de-Calais
73,2.8212988183858,50.4372553547509,74,API AIFE,Marché,Services,20S080-20S080 - Elaboration d'un schéma directeur et étude de positionnement économique pour la requalification de la friche NOROXO à Harnes (62),79,Étude de faisabilité,2022/04/11,12,13416,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,ETI,FIDUCIAL,Rhône
74,2.8212988183858,50.4372553547509,75,API AIFE,Marché,Services,19S132 - Réalisation du Plan de Déplacement Administration de la Communauté d'Agglomération de Lens-Liévin,79,Services d'études,2020/08/12,8,22125,Ferme et actualisable,75,MARCHE,Procédure adaptée,NC,EKODEV,Paris
75,2.8212988183858,50.4372553547509,76,API AIFE,Marché,Services,MarchXXXXX d'assistance XXXXX maXXXXXtrise d'ouvrage pour la conduite du projet urbain EURALENS,71,Services d'assistance dans le domaine de l'ingénierie,2020/04/05,24,327700,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,UNE FABRIQUE DE LA VILLE,Paris
76,2.8212988183858,50.4372553547509,77,API AIFE,Marché,Fournitures,"Accord-cadre XXXXX bons de commande mono-attributaire pour l'entretien de la signalisation horizontale, verticale et de la signalXXXXXtique sur le patrimoine routier de la CommunautXXXXX d'AgglomXXXXXration de LENS-LIEVIN",34,Équipement de signalisation,2020/04/07,12,192578,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,T2E,Pas-de-Calais
77,2.8212988183858,50.4372553547509,78,API AIFE,Marché,Services,22S041-Etude pré-opérationnelle OPAH - RU -PVD Bully-les-Mines et Mazingarbe,79,Services d'études,2022/06/07,6,54125,Ferme et actualisable,62,MARCHE,Appel d'offres ouvert,NC,VILLES VIVANTES,Paris
78,2.8212988183858,50.4372553547509,79,API AIFE,Marché,Services,19S169-Brochures et impressions du Pays d'art et d'histoire,79,Services d'impression et de distribution,2020/03/06,48,100000,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,IMPRIMERIE DE LA CENTRALE,Pas-de-Calais
79,2.8212988183858,50.4372553547509,80,API AIFE,Marché,Services,20S101-Traitement des déchets de fibrociment susceptibles de contenir de l'amiante issus des déchèteries,90,"Services relatifs aux déchets radioactifs, toxiques, médicaux et dangereux",2021/01/11,48,360000,Révisable,62,MARCHE,Appel d'offres ouvert,GE,SUEZ RV NORD EST,Bas-Rhin
80,2.8212988183858,50.4372553547509,81,API AIFE,Marché,Services,"21s155-Accord-cadre de missions d'expertises, diagnostics, d'investigations, études et suivi de travaux relatif aux désordres sur le patrimoine de la Communauté d'Agglomération de Lens Liévin",71,Services d'inspection et de vérification de bâtiment,2022/08/12,12,3682,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,NC,GINGER CEBTP,Pas-de-Calais
81,2.8212988183858,50.4372553547509,82,API AIFE,Marché,Fournitures,Groupement de commandes pour l'achat de fournitures administratives,30,Fournitures de bureau,2020/04/06,12,3861,Révisable,62,MARCHE SUBSEQUENT,Appel d'offres ouvert,PME,COMPAGNIE EUROPEENNE DE PAPETERIE,Charente
82,2.8212988183858,50.4372553547509,83,API AIFE,Marché,Travaux,18S0064-Lot 1 - Construction de bâtiment,45,Travaux de construction,2022/12/20,18,56000,Révisable,62,MARCHE,Procédure adaptée,PME,SARL DEKNUDT,Nord
83,2.8212988183858,50.4372553547509,84,API AIFE,Marché,Travaux,19S049-Lot 5 : Voiries Réseaux Divers,45, ,2020/03/06,14,318158,Révisable,62,MARCHE,Procédure adaptée,ETI,SOTRAIX,Pas-de-Calais
84,2.8212988183858,50.4372553547509,85,API AIFE,Marché,Services,20S103.SPC-Affaire n°20S103.SPC - Prestations d'un mandataire de gestion pour les besoins des services de la Communauté d'Agglomération de Lens Liévin et des Conseillers Communautaires.,63,Services d'agences de transport,2021/01/22,48,4000,Révisable,62,MARCHE,Marché public négocié sans publicité ni mise en concurrence préalable,PME,JANCARTHIER,Paris
85,2.8212988183858,50.4372553547509,86,API AIFE,Marché,Services,21S032R-Groupement de commandes pour l'entretien et la maintenance des équipements de sécurité incendie,50,Services de réparation et d'entretien d'installations d'extinction d'incendie,2021/12/28,24,246270,Révisable,62,ACCORD-CADRE,Appel d'offres ouvert,PME,SOCIETE SOREHAL,Nord
86,2.8212988183858,50.4372553547509,87,API AIFE,Marché,Travaux,19S097-Lot 14 : VRD - Espaces verts,45,"Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants",2019/11/14,26,379898,Révisable,62,MARCHE,Procédure adaptée,NC,EIFFAGE ROUTE NORD EST,Pas-de-Calais
87,2.8212988183858,50.4372553547509,88,API AIFE,Marché,Travaux,"20S099-Lot 13 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements de peinture revêtements collés, inférieurs ou égaux à 70 000  H.T.",45,Travaux de construction de bâtiments,2021/08/24,12,1600000,Révisable,59,ACCORD-CADRE,Appel d'offres ouvert,PME,SARL IERA,Nord
