X,Y,objectid,commune,flux,nom,adresse,aériennes__ba___enterrées__be__,identifiant,volume_borne__m3_,marque,modèle,couleur,pédale,trappe_gros_producteurs,cliiink,etat_borne,surface___terre__ciment__herbe_,date_de_mise_en_service,appartiennent_à,convention,date_fin_convention,informations,nombre_de_logements_collectifs,nombre_de_logements_individuels,relevé_gps_code_1,lat,lat2,relevé_gps_code_2,lon,lon2,dimensions_des_plaques_de_consi,consignes_de_tri_à_jour,lat3,lon3,created_user,created_date,last_edited_user,last_edited_date
2.71067690757528,50.4261245733209,11,Aix-Noulette,Verre,,Rue de l'Abbé - Proche de l'intersection avec la rue Piltepois,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.426124,"50,426124","50,426124",2.710677,"2,710677","2,710677",,Non,50.42612457,2.71067691,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.7109179501019,50.4274711607868,12,Aix-Noulette,Verre,,Rue des Lombards - Sur le parking de l'Entrepôt d'Aix,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.427470,"50,427470","50,427470",2.710918,"2,710918","2,710918",,,50.42747116,2.71091795,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.76878595360687,50.4054641720093,13,Angres,Verre,,Intersection route d'Avion et rue Georges Clémenceau,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.405464,"50,405464","50,405464",2.768786,"2,768786","2,768786",,Oui,50.40546417,2.76878595,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.75870609319327,50.40502166708,14,Angres,Verre,,Intersection rues des Fauvettes et Louise Michel,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.405020,"50,405020","50,405020",2.758706,"2,758706","2,758706",,,50.40502167,2.75870609,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.76168990108112,50.4036636353382,15,Angres,Verre,,Rue de Champaubert - Sur le parking,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.403662,"50,403662","50,403662",2.761690,"2,761690","2,761690",,,50.40366364,2.7616899,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.75875401515859,50.4124183645523,16,Angres,Verre,,Rue de l'Abbé Max Carpentier - Sur le parking de l'église,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.412420,"50,412420","50,412420",2.758754,"2,758754","2,758754",,,50.41241837,2.75875401,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.75228905691499,50.4103012079143,17,Angres,Verre,,Rue du Maréchal Joffre - Sur le parking du Gymnase,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.410301,"50,410301","50,410301",2.752289,"2,752289","2,752289",,,50.41030121,2.75228906,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.76893305774363,50.4040298458317,18,Angres,Verre,,Rue Georges Clémenceau - Sur le parking des services techniques,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.404031,"50,404031","50,404031",2.768933,"2,768933","2,768933",,Non,50.40402985,2.76893306,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.75498008753227,50.4069213869744,19,Angres,Verre,,Rue Rosa Parks - Sur le parking de la salle Lanvin,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.406923,"50,406923","50,406923",2.754980,"2,754980","2,754980",,,50.40692139,2.75498009,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.89205598806003,50.4608879090245,20,Annay-sous-Lens,Verre,,Cité Delsaux - Proche de l'intersection avec la route de Lille,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.460888,"50,460888","50,460888",2.892056,"2,892056","2,892056",,Non,50.46088791,2.89205599,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.88291502070198,50.4597969057973,21,Annay-sous-Lens,Verre,,Intersection rues Charles Ramond et Joseph Mattei,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.459796,"50,459796","50,459796",2.882915,"2,882915","2,882915",,Non,50.45979691,2.88291502,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.89366698330784,50.4596443180763,22,Annay-sous-Lens,Verre,,Rue de Clermond Ferrand - Au pied du château d'eau,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.459645,"50,459645","50,459645",2.893667,"2,893667","2,893667",,Non,50.45964432,2.89366698,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.88500809647294,50.4663619998496,23,Annay-sous-Lens,Verre,,Rue Gino Valli - Proche de l'intersection avec la résidence Comptois,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.466363,"50,466363","50,466363",2.885008,"2,885008","2,885008",,Non,50.466362,2.8850081,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.87888789188261,50.4657249447783,24,Annay-sous-Lens,Verre,,Rue Kléber Rolle - Sur le parking du Marais,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.465725,"50,465725","50,465725",2.878888,"2,878888","2,878888",,Non,50.46572495,2.87888789,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.8769450191095,50.4622116086171,25,Annay-sous-Lens,Verre,,Rue Louis Morel - Proche de l'intersection avec la rue Charles Ramond,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.462210,"50,462210","50,462210",2.876945,"2,876945","2,876945",,Non,50.46221161,2.87694502,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.87031793616817,50.4598846443088,26,Annay-sous-Lens,Verre,,Rue Raymond Potier - Face au numéro 53,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.459885,"50,459885","50,459885",2.870318,"2,870318","2,870318",,Non,50.45988464,2.87031794,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83102297831958,50.399837494177,27,Avion,Verre,Quartier République,1 Boulevard Maurice Thorez,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2012/12/12 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.399837,"50,399837","50,399837",2.831023,"2,831023","2,831023",,,50.39983749,2.83102298,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.8326818944524,50.3997688286223,28,Avion,Verre,Quartier République,7 Boulevard Maurice Thorez,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2013/07/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.399768,"50,399768","50,399768",2.832682,"2,832682","2,832682",,,50.39976883,2.83268189,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83253693562294,50.3989562991427,29,Avion,Verre,Quartier République,Intersection rues des Montagnards et Romain Rolland,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2012/12/13 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.398958,"50,398958","50,398958",2.832537,"2,832537","2,832537",,,50.3989563,2.83253694,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83179902971898,50.3993835447702,30,Avion,Verre,Quartier République,Intersection rues Eugène Varlin et Camélinat,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2012/12/12 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.399385,"50,399385","50,399385",2.831799,"2,831799","2,831799",,,50.39938354,2.83179903,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83029794692648,50.3983840935963,31,Avion,Verre,Quartier République - Résidence les Capucines,2 rue Saint-Just,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Mauvais,,2009/04/01 00:00:00+00,Pas-de-Calais Habitat,,,Kinshofer HS,0,0,50.398385,"50,398385","50,398385",2.830298,"2,830298","2,830298",,,50.39838409,2.83029795,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83280801808835,50.3993949890308,32,Avion,Verre,Quartier République - Résidence les Fuschias,3 rue Camélinat,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.399394,"50,399394","50,399394",2.832808,"2,832808","2,832808",,,50.39939499,2.83280802,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83073401488849,50.3977432250937,33,Avion,Verre,Quartier République - Résidence les Jasmins,16 rue Robespierre,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Bon,,2009/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.397745,"50,397745","50,397745",2.830734,"2,830734","2,830734",,,50.39774323,2.83073401,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83066296530281,50.3989868163512,34,Avion,Verre,Quartier République - Résidence les Jonquilles,Intersection rues Robespierre et Romain Rolland,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.398987,"50,398987","50,398987",2.830663,"2,830663","2,830663",,,50.39898682,2.83066297,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83555102249792,50.4016304017237,35,Avion,Verre,Quartier République - Résidence les Mélèzes,5 boulevard Anatole France,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2010/05/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.401629,"50,401629","50,401629",2.835551,"2,835551","2,835551",,,50.4016304,2.83555102,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83152008122304,50.3988838196919,36,Avion,Verre,Quartier République - Résidence les Mimosas,Intersection rues Murat et Romain Rolland,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.398883,"50,398883","50,398883",2.831520,"2,831520","2,831520",,,50.39888382,2.83152008,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83128309266444,50.3991508476296,37,Avion,Verre,Quartier République - Résidence les Primevères,Intersection rues Romain Rolland et Murat,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.399149,"50,399149","50,399149",2.831283,"2,831283","2,831283",,,50.39915085,2.83128309,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83574891148059,50.4006042479826,38,Avion,Verre,Quartier République - Résidence les Saules,Intersection rue Courbet et boulevard Anatole France,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2010/05/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.400605,"50,400605","50,400605",2.835749,"2,835749","2,835749",,,50.40060425,2.83574891,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.8347709175671,50.4011878974102,39,Avion,Verre,Quartier République - Résidence X,Intersection rues Marcel Cachin et Louise Michel,BE,,,Sulo,M1,Gris foncé,Non,Oui,Non,Bon,,2012/12/17 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.401187,"50,401187","50,401187",2.834771,"2,834771","2,834771",,,50.4011879,2.83477092,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.8327291008486,50.4013633733473,40,Avion,Verre,"Quartier République - Résidences les Pervenches, les Giroflées et les Iris",13 rue Marcel Cachin,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.401365,"50,401365","50,401365",2.832729,"2,832729","2,832729",,,50.40136337,2.8327291,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83352494184913,50.4013557426112,41,Avion,Verre,"Quartier République - Résidences les Pervenches, les Giroflées et les Iris",7 rue Marcel Cachin,BE,,,ESE,Evolution,Gris foncé,Non,Oui,Non,Bon,,2010/04/01 00:00:00+00,Pas-de-Calais Habitat,,,,0,0,50.401356,"50,401356","50,401356",2.833525,"2,833525","2,833525",,,50.40135574,2.83352494,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84844303149654,50.4113006588626,42,Avion,Verre,,Allée de l'Escarbille - A côté du numéro 8,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.411302,"50,411302","50,411302",2.848443,"2,848443","2,848443",,Oui,50.41130066,2.84844303,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84601998232607,50.4158630368542,43,Avion,Verre,,Avenue de France - Face au numéro 14,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.415863,"50,415863","50,415863",2.846020,"2,846020","2,846020",,Oui,50.41586304,2.84601998,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.81536889170441,50.4111480707466,44,Avion,Verre,,Boulevard Henri Martel - Proche de l'intersection avec l'avenue Foch,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.411148,"50,411148","50,411148",2.815369,"2,815369","2,815369",,,50.41114807,2.81536889,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84174490025418,50.3996391304017,45,Avion,Verre,,Intersectin chemin d'Arleux et boulevard Maurice Thorez,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.399640,"50,399640","50,399640",2.841745,"2,841745","2,841745",,Oui,50.39963913,2.8417449,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84820795104595,50.4147949221685,46,Avion,Verre,,Intersection avenue de France et rue Edouard Branly,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.414794,"50,414794","50,414794",2.848208,"2,848208","2,848208",,Non,50.41479492,2.84820795,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.81244397178497,50.4039230350638,47,Avion,Verre,,Intersection avenue du Siège Fosse 7 et boulevard Henri Martel,BA,,4,Sulo,Citybulle,Vert,Non,Non,Non,,,,CALL,,,,,,50.403923,"50,403923","50,403923",2.812444,"2,812444","2,812444",,Non,50.40392303,2.81244397,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.85511088393403,50.410774230743,48,Avion,Verre,,Intersection avenue Théotime Salingue Père et Fils et rue Fernand Taverne,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.410773,"50,410773","50,410773",2.855111,"2,855111","2,855111",,Oui,50.41077423,2.85511088,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.81415104962172,50.4084434506054,49,Avion,Verre,,Intersection boulevard Henri Martel et impasse Willerval,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.408444,"50,408444","50,408444",2.814151,"2,814151","2,814151",,Oui,50.40844345,2.81415105,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.80942297021152,50.3983421332591,50,Avion,Verre,,Intersection boulevard Henri Martel et rue de la Seine,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.398342,"50,398342","50,398342",2.809423,"2,809423","2,809423",,Oui,50.39834213,2.80942297,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83782005277899,50.4161987302317,51,Avion,Verre,,Intersection rue Constant Lequeux et impasse n°3,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.416199,"50,416199","50,416199",2.837820,"2,837820","2,837820",,,50.41619873,2.83782005,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83316302344702,50.4146728520516,52,Avion,Verre,,Intersection rue de la Cité Saint-Antoine et boulevard Armolis,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.414674,"50,414674","50,414674",2.833163,"2,833163","2,833163",,,50.41467285,2.83316302,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.82130694450699,50.4073257448177,53,Avion,Verre,,Intersection rue du Fort de Vaux et boulevard de Verdun,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,2018/07/03 00:00:00+00,CALL,,,,,,50.407324,"50,407324","50,407324",2.821307,"2,821307","2,821307",,,50.40732574,2.82130694,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84150505113757,50.4221267703201,54,Avion,Verre,,Intersection rues Aimé Césaire et Voltaire,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.422125,"50,422125","50,422125",2.841505,"2,841505","2,841505",,Non,50.42212677,2.84150505,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84981894478304,50.4124717713622,55,Avion,Verre,,Intersection rues Alexandre Gressier et Maurice Altazin,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.412472,"50,412472","50,412472",2.849819,"2,849819","2,849819",,Non,50.41247177,2.84981894,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84467411058891,50.4028816215943,56,Avion,Verre,,Intersection rues des Lampistes et Mansard,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.402881,"50,402881","50,402881",2.844674,"2,844674","2,844674",,Oui,50.40288162,2.84467411,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83433890315316,50.4052238460036,57,Avion,Verre,,Intersection rues Descartes et Lavoisier,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.405222,"50,405222","50,405222",2.834339,"2,834339","2,834339",,Oui,50.40522385,2.8343389,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83438396481451,50.4072685241139,58,Avion,Verre,,Intersection rues d'Hellemmes et Descartes,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.407267,"50,407267","50,407267",2.834384,"2,834384","2,834384",,,50.40726852,2.83438396,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83972907132869,50.4036331180868,59,Avion,Verre,,Intersection rues Falguières et Emile Basly,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.403633,"50,403633","50,403633",2.839729,"2,839729","2,839729",,Oui,50.40363312,2.83972907,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.84272098486876,50.4044723508839,60,Avion,Verre,,Intersection rues Girardon et Carpeaux,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.404472,"50,404472","50,404472",2.842721,"2,842721","2,842721",,,50.40447235,2.84272099,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.81058406843455,50.4122467041473,61,Avion,Verre,,Intersection rues Lyautey et Lise London,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.412245,"50,412245","50,412245",2.810584,"2,810584","2,810584",,,50.4122467,2.81058407,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.8313310148595,50.397644042771,62,Avion,Verre,,Intersection rues Marat et Paul Eluard,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.397644,"50,397644","50,397644",2.831331,"2,831331","2,831331",,Oui,50.39764404,2.83133101,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.81901907894965,50.410808562824,63,Avion,Verre,,Intersection rues Pablo Neruda et Louis Aragon,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.410808,"50,410808","50,410808",2.819019,"2,819019","2,819019",,,50.41080856,2.81901908,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83512997658477,50.3975791927671,64,Avion,Verre,,Intersection rues Paul Eluard et Emile Zola,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.397579,"50,397579","50,397579",2.835130,"2,835130","2,835130",,Oui,50.39757919,2.83512998,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.82020211209292,50.4158706674165,65,Avion,Verre,,Intersection rues Pierre Curie et Emile Michel,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.415870,"50,415870","50,415870",2.820202,"2,820202","2,820202",,,50.41587067,2.82020211,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83516406939299,50.4093093872959,66,Avion,Verre,,Intersection rues Raspail et Jules Guesde,BA,,4,UTPM,Ecobox,Vert,Non,Non,Non,,,,CALL,,,,,,50.409310,"50,409310","50,409310",2.835164,"2,835164","2,835164",,Oui,50.40930939,2.83516407,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
2.83073997522483,50.405242919828,67,Avion,Verre,,Place du Moulin,BA,,4,UTPM,Ecobox,Vert,Non,Non,Oui,,,,CALL,,,,,,50.405243,"50,405243","50,405243",2.830740,"2,830740","2,830740",,,50.40524292,2.83073997,AdminAgso,2022/01/31 08:36:17.351+00,AdminAgso,2022/01/31 08:36:17.351+00
