X,Y,FID,id,idmarche,source,type,natureobje,objetmarch,codecpv_or,codecpv,codecpv_di,referencec,datenotifi,anneenotif,moisnotifi,datepublic,dureemois,dureemoise,dureemoisc,montant,nombretitu,montantcal,formeprix,lieuexecut,lieuexec_1,lieuexec_2,codedepart,coderegion,libellereg,nature,accord_cad,procedure_,idacheteur,sirenachet,nomacheteu,coderegi_1,libeller_1,departemen,libelledep,codepostal,libellearr,codearrond,libellecom,codecommun,superficie,population,typeidenti,siretetabl,sireteta_1,sirenetabl,nicetablis,sireneta_1,categoriee,denominati,coderegi_2,libeller_2,libelled_1,departem_1,libellea_1,codearro_1,codepost_1,adresseeta,communeeta,codecomm_1,codetypeet,superfic_1,populati_1,distanceac,typeiden_1,id_cotitul,denomina_1,typeiden_2,id_cotit_1,denomina_2,typeiden_3,id_cotit_2,denomina_3
2.8212988183858,50.4372553547509,16,2019fCvpEIZoFR00,367482,API AIFE,Marché,Services,19S078-Mission de d'OPC pour le pilotage de l'opXXXXXration d'amXXXXXnagement intXXXXXrieur du Rez-de-chaussXXXXXe bas du pole Lens gare (lot 3) pour l'installation de la MHD de Lens,71247000,71247000-1,71,Supervision des travaux de construction,2019-09-24,2019,09,2019/10/03,18,True,1,8200,1,8200,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,49332288700016,True,493322887,00016,True,NC,BAUER,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62110,Rue EDOUARD DUHAMEL,HENIN-BEAUMONT,62427,7112B,2075,26482,15.5813460956, , , , , , , , , 
2.8212988183858,50.4372553547509,17,2019newiKKAMeG00,367499,API AIFE,Marché,Travaux,19S0035-Lot 6 - Equipements de cuisine,45212420,45212420-6,45,Travaux de construction de restaurants et d'établissements similaires,2019-07-09,2019,07,2019/08/22,24,False,24,139317,1,139317,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,39126974300020,True,391269743,00020,True,PME,DE GRAEVE SAS,32,Hauts-de-France,Nord,59,Lille,595,59118,Avenue CLEMENT ADER,WAMBRECHIES,59636,4669C,1552,9665,38.0884805202, , , , , , , , , 
2.8212988183858,50.4372553547509,18,20200J6EfyLisX00,367522,API AIFE,Marché,Services,20S003-Formation Action Gestion Urbaine et Sociale de Proximité (GUSP),71241000,71241000-9,71,"Études de faisabilité, service de conseil, analyse",2020-07-21,2020,07,2020/07/28,8,False,8,20680,1,20680,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,40487827400020,True,404878274,00020,True,PME,HB ETUDES ET CONSEILS,32,Hauts-de-France,Nord,59,Valenciennes,596,59300,Rue DE LA DIGUE,VALENCIENNES,59606,7320Z,1393,42989,77.3067713838, , , , , , , , , 
2.8212988183858,50.4372553547509,19,202121S03000,367595,API AIFE,Marché,Services,21S030-Elaboration d'un schéma directeur pour la requalification du site Trefileurope (62),79314000,79314000-8,79,Étude de faisabilité,2021-08-09,2021,08,2021/08/10,12,False,12,84700,1,84700,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,50336773200040,True,503367732,00040,True,PME,ZCCS,11,Île-de-France,Paris,75, , ,75010,Rue DE PARADIS,PARIS 10,75110,7111Z,288,94474,180.9290112034, , , , , , , , , 
2.8212988183858,50.4372553547509,20,2022yVVqbox4pp00,367754,API AIFE,Marché,Services,21S123-Transport et valorisation des matériaux plastiques issus des collectes sélectives - Lot 3,90513000,90513000-6,90,Services de traitement et d'élimination des ordures ménagères et des déchets non dangereux,2022-01-17,2022,01,2022/08/11,12,False,12,46334,1,46334,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,34901674100101,True,349016741,00101,True,GE,EUROPEAN PRODUCTS RECYCLING,11,Île-de-France,Seine-Saint-Denis,93,Saint-Denis,933,93300,Avenue VICTOR HUGO,AUBERVILLIERS,93001,4677Z,578,77032,176.2712048154, , , , , , , , , 
2.8212988183858,50.4372553547509,21,2020_6XXUbAb2d00,367560,API AIFE,Marché,Services,20S026-Lot 3 - Travaux paysagers,77310000,77310000-6,77,Réalisation et entretien d'espaces verts,2020-07-27,2020,07,2020/07/31,12,False,12,4000000,1,1333333,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,33960966100568,True,339609661,00568,True,NC,IDVERDE,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62160,Route DE BETHUNE,AIX-NOULETTE,62019,8130Z,1047,3877,12.1768585354,SIRET,81471418400011,TERIDEAL AGRIGEX NORD-PICARDIE,SIRET,48773037600042,PINSON PAYSAGE NORD, , , 
2.8212988183858,50.4372553547509,22,2022oom5EP01mN00,367733,API AIFE,Marché,Fournitures,22S139-Lot 2 : Achat de petit matériel thermique,16160000,16160000-4,16,Matériel de jardinage divers,2022-11-14,2022,11,2022/11/15,6,False,6,9970,1,9970,Ferme,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,53783483000011,True,537834830,00011,True,ETI,EV 10,32,Hauts-de-France,Nord,59,Cambrai,592,59266,Rue DE CAMBRAI,BANTEUX,59047,4752B,618,333,57.8910391242, , , , , , , , , 
2.8212988183858,50.4372553547509,23,2021Lj78KOZlwq00,367620,API AIFE,Marché,Travaux,21S045-Lot 3 - Espaces verts,45200000,45200000-9,45,Travaux de construction complète ou partielle et travaux de génie civil,2021-11-24,2021,11,2021/12/07,60,False,60,1698121,1,849060,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,48773037600042,True,487730376,00042,True,NC,PINSON PAYSAGE NORD,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62300,Rue DE L EUROPE,LENS,62498,8130Z,1169,32663,0,SIRET,33960966100568,IDVERDE, , , , , , 
2.8212988183858,50.4372553547509,24,20187Ec4ADknuc00,367371,API AIFE,Marché,Travaux,BOUVIGNY-BOYEFFLES : travaux d'assainissement et d'eau potable rue Curie,45232411,45232411-6,45,Travaux de construction de canalisations d'eaux usées, ,nan, ,2020/04/06,5,False,5,297739,1,297739,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,45138349100011,True,451383491,00011,True,PME,BALESTRA TP,32,Hauts-de-France,Pas-de-Calais,62,Arras,621,62810,Rue DE LA POSTE,AVESNES-LE-COMTE,62063,4312A,936,2028,37.2033757841, , , , , , , , , 
2.8212988183858,50.4372553547509,25,2020eLfRdQqzKd00,367567,API AIFE,Marché,Services,20S040-Lot 1 - Valorisation des déchets inertes,90500000,90500000-2,90,Services liés aux déchets et aux ordures,2020-08-03,2020,08,2020/08/04,12,True,1,10000,1,10000,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,80369408200022,True,803694082,00022,True,PME,RECYNOV,32,Hauts-de-France,Nord,59,Lille,595,59320,Rue GABRIEL PERI,HAUBOURDIN,59286,3811Z,548,14498,26.0663070104, , , , , , , , , 
2.8212988183858,50.4372553547509,26,2018lrdLgbwhxw00,367415,API AIFE,Marché,Fournitures,Fourniture de boissons pour les services de la CommunautXXXXX d'AgglomXXXXXration de Lens-LiXXXXXvin,15900000,15900000-7,15,"Boissons, tabac et produits connexes", ,nan, ,2020/03/27,12,True,1,5207,1,5207,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,34403921900011,True,344039219,00011,True,NC,Bedague,32,Hauts-de-France,Pas-de-Calais,62,Saint-Omer,625,62120,Rue DE LIGNES,ROQUETOIRE,62721,4634Z,1091,1895,59.1319842765, , , , , , , , , 
2.8212988183858,50.4372553547509,27,2022GlQbLDyhkt00,367690,API AIFE,Marché,Services,22S049-A.M.O. POUR L'AIDE A L'ELABORATION ET LA DEFINITION DU CAHIER DES CHARGES EN VUE D'UNE RE-INFORMATISATION ET DE LA CREATION D'UN PORTAIL DOCUMENTAIRE POUR LE RESEAU DES MEDIATHEQUES DE LA CALL,79311000,79311000-7,79,Services d'études,2022-10-27,2022,10,2022/12/21,24,False,24,41542.5,1,41542,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,37987376300047,True,379873763,00047,True,PME,TOSCA CONSULTANTS,11,Île-de-France,Paris,75, , ,75009,Rue DU FG POISSONNIERE,PARIS 9,75109,6202A,218,59474,181.5714767741, , , , , , , , , 
2.8212988183858,50.4372553547509,28,2019QSVW04Jto500,367467,API AIFE,Marché,Services,19S0112-Prestations de coordination en matiXXXXXre de sXXXXXcuritXXXXX et de protection de la santXXXXX des travailleurs de niveau 2 ou 3,71317210,71317210-8,71,Services de conseil en matière de santé et de sécurité,2019-12-13,2019,12,2020/01/15,12,False,12,120000,1,120000,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Procédure adaptée,24620036400080,True,Communaut� d' Agglom�ration de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,41483261800014,True,414832618,00014,True,PME,ARTOIS COORDINATION SECURITE,32,Hauts-de-France,Pas-de-Calais,62,Béthune,622,62400,Rue PASTEUR,BETHUNE,62119,7490B,950,25694,22.1840966174, , , , , , , , , 
2.8212988183858,50.4372553547509,29,2022SCZRoveMvn00,367706,API AIFE,Marché,Travaux,22S071-Travaux d'assainissement et d'eau potable pour la ville de Billy-Montigny,45232410,45232410-9,45,Travaux d'assainissement,2022-10-10,2022,10,2022/11/17,36,False,36,789054,1,789054,Ferme,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,38347579500191,True,383475795,00191,True,GE,SOGEA NORD HYDRAULIQUE,32,Hauts-de-France,Nord,59,Lille,595,59100,Quai DE BOULOGNE,ROUBAIX,59512,4221Z,1321,94536,48.6440994439, , , , , , , , , 
2.8212988183858,50.4372553547509,30,2022WGugjtVGle00,367712,API AIFE,Marché,Services,22S091-Réalisation des essais de garantie de la station d'épuration de Gouy Servins,71620000,71620000-0,71,Services d'analyses,2022-09-13,2022,09,2022/12/30,3,False,3,4450,1,4450,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,55203165001433,True,552031650,01433,True,ETI,SGS FRANCE,11,Île-de-France,Val-de-Marne,94,L'Haÿ-les-Roses,943,94110,Avenue ARISTIDE BRIAND,ARCUEIL,94003,7120B,233,19526,189.3075522989, , , , , , , , , 
2.8212988183858,50.4372553547509,31,2020Z01GALv8J900,367556,API AIFE,Marché,Services,20S117-Marché de prestations de services pour la gestion des aires d'accueil des gens du voyage,70332100,70332100-8,70,Services de gestion de terrains,2021-02-02,2021,02,2021/03/25,12,False,12,73436,1,73436,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,80125160400022,True,801251604,00022,True,PME,ACGV SERVICE,75,Nouvelle-Aquitaine,Charente-Maritime,17,La Rochelle,173,17000,Rue DE LA TRINQUETTE,LA ROCHELLE,17300,6832A,3169,74123,649.3328015624, , , , , , , , , 
2.8212988183858,50.4372553547509,32,2022uSPbzfReZ800,367747,API AIFE,Marché,Services,"22S034-Groupement de commandes pour la détection, la géolocalisation et le géoréférencement des ouvrages et des réseaux",71510000,71510000-6,71,Services de reconnaissance sur le site,2022-08-02,2022,08,2022/08/02,48,False,48,800000,1,800000,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,79038868000080,True,790388680,00080,True,NC,ADRE RESEAUX,32,Hauts-de-France,Nord,59,Lille,595,59290,Rue DES CHAMPS,WASQUEHAL,59646,7112B,690,20536,43.0046659311, , , , , , , , , 
