X,Y,objectid,id,date_maj,nom,statut,epn,nature,horaires_ouverture,email_contact,adresse,code_postal,commune,téléphone,site_internet,accès_équipement,type_équipement,conditions_accès_équipement,coût_accès_équipement,horaires_équipement,médiation_numérique,type_médiation_numérique,conditions_accès_médiation_numé,accompagnement_médiation_numéri,coût_accès_médiation_numérique,fréquence_médiation_numérique,horaires_médnum,démarches,démarches_spécifiques,type_démarches,conditions_accès_démarches,accompagnement_démarches,coût_accès_démarches,fréquence_démarches,horaires_démarches,stockage,coût_stockage,vente_matériel,type_vente_matériel,détail_publics,détail_territoire,accessibilité_pmr,accès_transports_en_commun,aptic,latitude,longitude,horaires_lundi,horaires_mardi,horaires_mercredi,horaires_jeudi,horaires_vendredi,horaires_samedi,horaires_dimanche,itinérance,france_services,département,arrondissement,epci,created_user,created_date,last_edited_user,last_edited_date,globalid
2.73596835125775,50.4404907228496,11,1856,2021/01/25 00:00:00+00,Maison de quartier Jean Mace,Public,Non,"Centre social, Maison de quartier",-----,-----,Boulevard Jean-jacques Rousseau,62160,Bully-les-Mines,-----,http://www.bullylesmines.fr/,Oui,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44049072,2.73596835,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,868421da-b5f7-48fa-95ac-567bacdc5b05
2.8123388443807,50.4201988121658,12,2127,2021/03/26 00:00:00+00,Espace Public Numérique (Cyberbase),Public,Oui,"Collectivité territoriale, Ville, CCAS",-----,-----,Rue Pierre Brossolette,62300,Éleu-dit-Leauwette,03 21 28 40 97,http://www.eleuditleauwette.fr/vie-locale/culture-2,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.42019881,2.81233884,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,3ad83295-99da-4841-bde0-b94395d5f676
2.91338579994009,50.4298965001525,13,1824,2020/12/08 00:00:00+00,Accompagnement numérique - Mairie,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,"35, Rue Pasteur",62740,Fouquières-lès-Lens,-----,-----,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,Oui,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.4298965,2.9133858,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,b78c8775-da87-436e-937c-44c3b07d8d96
2.91094700017312,50.4303570000993,14,1573,2021/07/13 00:00:00+00,Bibliothèque Jules Mousseron,Public,Oui,Bibliothèque - Médiathèque,-----,bibliotheque@fouquieres.fr,18 bis rue Pasteur,62740,FOUQUIERES-LEZ-LENS,03 21 49 60 96,-----,Oui,"Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante",Libre,Gratuit,aux heures d'ouverture de la bibliothèque,Non,-----,-----,-----,-----,-----,-----,Oui,Non,"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...)",Libre,Individuel,Gratuit,Occasionnelle,aux heures d'ouverture,Non,-----,Non,-----,"séniors, personnes handicapées, demandeurs d'emploi et jeunes",-----,Oui,Facile,-----,50.430357,2.910947,13h30-18h,9h-12h et 13h30-18h,9h-12h et 13h30-18h,9h-12h et 13h30-18h,9h-12h et 13h30-18h,9h-12h et 14h-17h,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,5ef8e470-7280-4bc4-9d86-7525efb8f51f
2.89967790045452,50.4227430000394,15,1702,2021/07/20 00:00:00+00,Cyber-base Louvre-Lens du Transvaal,Public,Oui,"Tiers-lieu & coworking, FabLab",Juillet-Aout : Lundi 16h30-18h30,epn@fouquieres.fr,146 rue du Général Leclerc,62740,Fouquières-Lez-Lens,-----,https://epn.fouquieres.fr,Oui,"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante","Sur réservation, inscription ou prise de rendez-vous","gratuit, accessible en souscrivant à un abonnement ou une adhésion",Aux horaires d'ouverture de la structure,Oui,"L'utilisation du poste informatique, L'utilisation d'outils bureautiques et de communication, L'utilisation de services dématérialisés en ligne, La création et publication de contenus en ligne (vidéos, blogs, sites), L'utilisation des réseaux sociaux, L'utilisation de terminaux (tablette, téléphone, imprimantes, scanner), La sensibilisation aux cultures et usages du numérique","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe","gratuit, accessible en souscrivant à un abonnement ou une adhésion",Quotidienne,Aux horaires d'ouverture de la structure,Oui,"Non, accompagnement à tous types de démarches","Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Sur réservation, inscription ou prise de rendez-vous",Individuel,"gratuit, accessible en souscrivant à un abonnement ou une adhésion",Hebdomadaire,"Lundi matin, mercredi matin, vendredi soir",Non,-----,Non,-----,Séniors,résidents de la commune,Oui,Facile,chéques #APTIC acceptés,50.422743,2.8996779,10h30 - 12h,16h30 - 18h30,"9h - 12h, 14h - 17h",16h30 - 18h30,16h30 - 18h30,-----,-----,-----,Non,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,89c55084-57ea-4852-8b4d-53cdecbc33c5
2.73803600022947,50.4490289999921,16,0732,2018/11/01 00:00:00+00,Médiathèque-Estaminet,Public,Non,Bibliothèque - Médiathèque,-----,mediathequeestaminet@grenay.fr,2 ter Rue Jules Guesde,62160,Grenay,03 66 54 00 54,http://mediatheque-estaminet.fr/,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,chéques #APTIC acceptés,50.449029,2.738036,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,0407602e-dac1-4cfb-9b9d-3e14095ad835
2.90450704936024,50.444318793208,17,1853,2021/01/25 00:00:00+00,point information jeunesse,Public,Non,"Collectivité territoriale, Ville, CCAS",-----,-----,25 bis Rue des Fusillé,62440,Harnes,-----,https://www.ville-harnes.fr,Oui,Mise à disposition de matériel informatique,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44431879,2.90450705,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,42b51873-7d2f-45df-bce3-e3b5167b1781
2.90373726975193,50.443864993978,18,1891,2021/02/17 00:00:00+00,Service de Prévention Spécialisée Avenir des Cités,Privé,Oui,Association,10 à 12h et de 14h à 18h,club.d.cites@gmail.com,19 bis rue des Fusillés BP40,62440,Harnes,03 61 93 11 38,http://www.avenirdescites.fr,Oui,"Poste informatique sans connexion à internet, Poste informatique connecté à internet, Tablette sans connexion à internet, Tablette connectée à internet, Scanner, Imprimante","Sur réservation, inscription ou prise de rendez-vous",Gratuit,Aux horaires d'ouverture de la structure,Oui,"L'utilisation du poste informatique, L'utilisation d'outils bureautiques et de communication, L'utilisation de services dématérialisés en ligne, La création et publication de contenus en ligne (vidéos, blogs, sites), L'utilisation des réseaux sociaux, L'utilisation de terminaux (tablette, téléphone, imprimantes, scanner), L'utilisation de plateformes d'apprentissage (tutoriels, MOOC), La sensibilisation aux cultures et usages du numérique","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe",Gratuit,Quotidienne,Aux horaires d'ouverture de la structure,Oui,Oui,"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)","Sur réservation, inscription ou prise de rendez-vous","Individuel, En groupe",gratuit,Quotidienne,Aux horaires d'ouverture de la structure,Non,-----,Non,-----,"jeunes, demandeurs d'emplois, NEET, scolarisés ou non scolarisé",Harnes Billy Montigny et Sallaumines,Non,Très facile,-----,50.44386499,2.90373727,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,697d8e69-8df1-43bd-9b1d-f6d43e5f9d42
2.88110858835607,50.445138268196,19,2126,2021/03/26 00:00:00+00,Maison des initiatives citoyennes,Public,Non,"Centre social, Maison de quartier",-----,-----,Chemin de la 2e Voie,62440,Harnes,03 21 67 43 10,https://www.ville-harnes.fr/site/la-mic/,Oui,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,Oui,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,-----,-----,-----,-----,chéques #APTIC acceptés,50.44513827,2.88110859,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,fe445476-f8ef-4eb4-815a-e26eceb1df33
2.82333899950604,50.4308599998668,20,0013,2018/11/01 00:00:00+00,Point d'accueil numérique - Sous-Préfecture de Lens,Public,Non,"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)",Du lundi au vendredi : 08:30-11:45 et 13:30-16:30,-----,25 rue du 11 novembre,62307,Lens,-----,http://www.pas-de-calais.gouv.fr/Actualites/Actualites/Les-points-d-accueil-numerique-a-la-prefecture-et-dans-les-sous-prefectures,Oui,Accès libre à un ordinateur avec accès aux sites internet dédiés aux téléprocédures,Accès libre,Gratuit,-----,Non,-----,-----,-----,-----,-----,-----,Oui,-----,-----,Tout public,Individuel,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,Oui,-----,-----,50.43086,2.823339,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,65409224-f196-45ce-886e-1c918c548690
2.82930400045704,50.4266109998639,21,0519,2021/06/08 00:00:00+00,France Services - PIMMS Lens,Privé,Non,Maison de Service au Public (MSAP),-----,lens@pimms.org,49 place du Général De Gaulle,62300,Lens,03 21 28 78 17,-----,Oui,Mise à disposition d'ordinateurs avec connexion internet    Reliés à l’imprimante et au scanner,Accès libre,Gratuit,-----,Oui,Accès libre avec possibilité d'être accompagné si besoin,-----,Individuel,Gratuit,-----,-----,Oui,Oui,"La labellisation France Services permet au minimum de réaliser ses démarches auprès de la Caisse d'allocations familiales (CAF), les ministères de l'Intérieur et de la Justice, les services des impôts et de la direction générale des Finances publiques (DGFIP) , la Caisse nationale d'assurance vieillesse (CNAV), la Caisse nationale d'assurance maladie (sécurité sociale) , la Mutualité sociale agricole (MSA), Pôle emploi et La Poste. Des services des collectivités territoriales ou d’autres partenaires (SNCF, banques) peuvent être proposés.",-----,Individuel,Gratuit,-----,-----,Non,-----,Non,-----,Tout public,-----,Oui,-----,-----,50.426611,2.829304,13:30 - 17:15,9:00 - 12:00 / 13:30 - 17:15,9:00 - 18:00,9:00 - 12:00 / 13:30 - 17:15,9:00 - 12:00 / 13:30 - 17:15,-----,-----,-----,Oui,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,c86ac961-d3da-4fba-afb6-a7f314c44491
2.82046600007506,50.4336499997754,22,0747,2018/11/01 00:00:00+00,Mediatheque Municipale Robert Cousin,Public,Non,Bibliothèque - Médiathèque,-----,dbourgeois@mairie-lens.fr,13D route de Béthune,62300,Lens,03 21 69 08 30,-----,Oui,Accès à Internet dans la bibliothèque.,Accès libre,-----,-----,Non,-----,-----,-----,-----,-----,-----,Non,-----,-----,-----,-----,-----,-----,-----,Non,-----,Non,-----,Tout public,-----,-----,-----,-----,50.43365,2.820466,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,e7a802fa-b57d-4cb5-9a09-7f0185a661cb
2.82507099938742,50.4283509996285,23,1299,2021/06/02 00:00:00+00,Agence Pôle Emploi LENS GARE,Public,Non,"Pôle Emploi, Mission Locale",SANS RENDEZ-VOUS du lundi au jeudi : 08h30 -12h45 et vendredi 9h00 -12h00 / AVEC  RENDEZ VOUS du lundi au jeudi : 12h45 - 16h30,-----,48 rue Jean Letienne,62300,LENS,-----,https://www.pole-emploi.fr/accueil/,Oui,Pôle Emploi propose dans ses locaux un espace disposant d'équipements informatiques accessibles librement par les usagers pour réaliser leurs démarches Pôle Emploi en ligne.,Accès libre,Gratuit,Accès aux horaires d'ouverture,Non,-----,-----,-----,-----,-----,-----,Oui,Oui,"Emploi (Recherche d'emploi, création d'entreprise...)",-----,Individuel,Gratuit,-----,-----,Non,-----,Non,-----,Demandeurs d'emploi,-----,-----,-----,-----,50.428351,2.825071,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,d96d4a27-4743-4537-992f-bab3b481c455
2.83714999963083,50.4377150004082,24,1300,2021/06/02 00:00:00+00,Agence Pôle Emploi LENS LALOUX,Public,Non,"Pôle Emploi, Mission Locale",SANS RENDEZ-VOUS du lundi au jeudi : 08h30 -12h45 et vendredi 9h00 -12h00 / AVEC  RENDEZ VOUS du lundi au jeudi : 12h45 - 16h30,-----,20 rue Hector Laloux,62300,LENS,-----,https://www.pole-emploi.fr/accueil/,Oui,Pôle Emploi propose dans ses locaux un espace disposant d'équipements informatiques accessibles librement par les usagers pour réaliser leurs démarches Pôle Emploi en ligne.,Accès libre,Gratuit,Accès aux horaires d'ouverture,Non,-----,-----,-----,-----,-----,-----,Oui,Oui,"Emploi (Recherche d'emploi, création d'entreprise...)",-----,Individuel,Gratuit,-----,-----,Non,-----,Non,-----,Demandeurs d'emploi,-----,-----,-----,-----,50.437715,2.83715,-----,-----,-----,-----,-----,-----,-----,-----,-----,Pas-de-Calais,Lens,CA de Lens - Liévin,AdminAgso,2022/07/26 09:04:59.639+00,AdminAgso,2022/07/26 09:04:59.639+00,26e339e1-15bf-4e9f-ac4f-1581ea547873
